,ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue
1044,6287,1986,38,3994 days,2013-07-30,Graduation,Together,34728,1,0,1,2,36,14,0,16,0,0,6,1,1,1,1,2,6,0,0,0,0,0,1,1,0,3,11
1045,5985,1965,59,4284 days,2012-10-13,Master,Single,33168,0,1,1,0,122,80,1,37,0,1,3,1,3,2,1,4,7,0,0,0,0,0,0,0,0,3,11
1046,4754,1966,58,3937 days,2013-09-25,Master,Married,33585,0,1,1,91,122,30,11,33,13,6,29,0,1,2,0,4,4,0,0,0,0,0,0,0,0,3,11
1047,4002,1960,64,3919 days,2013-10-13,PhD,Married,77037,0,1,1,3,1123,463,96,333,168,53,10,1,1,7,7,12,3,0,0,0,0,0,0,0,0,3,11
1048,8870,1984,40,4253 days,2012-11-13,Graduation,Together,35196,1,0,1,68,497,75,12,141,43,39,187,0,6,6,1,5,8,0,0,0,0,0,1,1,0,3,11
1049,966,1966,58,4019 days,2013-07-05,Graduation,Married,44529,0,1,1,98,691,538,13,91,17,6,26,0,6,6,2,11,5,0,0,0,1,0,0,1,0,3,11
1050,4767,1965,59,3743 days,2014-04-07,2n Cycle,Married,70924,0,0,0,41,1363,635,114,254,132,152,76,0,1,6,6,7,3,0,0,0,0,1,0,1,0,3,11
1051,9725,1966,58,3684 days,2014-06-05,PhD,Together,28764,1,1,2,16,12,8,0,3,0,0,1,1,1,1,0,2,8,0,0,1,0,0,0,1,0,3,11
1052,4475,1949,75,4158 days,2013-02-16,PhD,Married,69098,0,0,0,82,2440,1315,22,780,145,0,178,0,1,7,8,9,5,0,0,0,0,0,0,0,0,3,11
1053,5740,1970,54,4160 days,2013-02-14,2n Cycle,Divorced,25959,1,1,2,1,56,4,2,12,7,5,26,1,2,1,2,2,6,0,0,0,0,0,1,1,0,3,11
1054,5731,1983,41,4110 days,2013-04-05,Master,Married,27100,1,0,1,64,37,12,0,13,2,0,10,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1055,7290,1985,39,4292 days,2012-10-05,Graduation,Single,70596,0,0,0,68,968,347,44,534,17,0,26,0,1,3,5,12,2,0,0,0,0,0,0,0,0,3,11
1056,3846,1974,50,4329 days,2012-08-29,Graduation,Married,42557,0,1,1,98,270,192,5,53,0,5,15,0,4,6,1,4,8,0,0,0,0,0,0,0,0,3,11
1057,8104,1951,73,3984 days,2013-08-09,PhD,Married,53312,0,0,0,32,278,241,0,12,0,0,25,0,1,5,1,5,7,0,0,0,0,0,0,0,0,3,11
1058,4507,1952,72,4239 days,2012-11-27,Graduation,Single,72228,0,0,0,87,1250,631,28,491,30,14,56,0,1,6,7,8,3,0,0,0,0,0,0,0,0,3,11
1059,11013,1987,37,4115 days,2013-03-31,Graduation,Together,67605,0,0,0,84,938,336,28,282,184,54,54,0,1,2,8,6,1,0,0,0,0,0,0,0,0,3,11
1060,4491,1949,75,4296 days,2012-10-01,Master,Married,62845,1,1,2,3,1178,1099,0,45,0,0,34,1,11,3,4,10,8,0,0,0,1,0,0,1,0,3,11
1061,3759,1958,66,3999 days,2013-07-25,Graduation,Together,65196,0,2,2,34,1155,743,19,181,12,0,200,0,2,7,6,11,5,0,0,1,0,0,0,1,0,3,11
1062,1162,1987,37,4195 days,2013-01-10,PhD,Single,42000,0,0,0,23,653,124,83,267,85,59,35,1,2,5,2,11,5,0,0,0,0,0,1,1,0,3,11
1063,2055,1973,51,3701 days,2014-05-19,PhD,Divorced,35860,1,1,2,37,49,15,0,8,4,2,20,0,2,1,1,2,5,0,0,1,0,0,0,1,0,3,11
1064,10766,1964,60,3739 days,2014-04-11,PhD,Married,65526,0,1,1,22,506,397,19,69,12,0,9,1,1,4,4,8,2,0,0,0,0,0,0,0,0,3,11
1065,4415,1961,63,4315 days,2012-09-12,Graduation,Married,16860,1,1,2,19,38,10,4,4,3,3,14,1,3,1,1,3,7,0,0,0,0,0,0,0,0,3,11
1066,3005,1992,32,3719 days,2014-05-01,Graduation,Single,83528,0,0,0,7,1650,530,117,678,134,44,147,1,1,4,10,8,1,1,0,1,0,0,1,3,0,3,11
1067,2223,1965,59,4355 days,2012-08-03,2n Cycle,Divorced,64176,0,1,1,52,1826,1215,33,249,64,116,149,0,8,8,9,8,6,0,0,0,0,0,0,0,0,3,11
1068,4817,1956,68,4354 days,2012-08-04,Graduation,Divorced,22304,0,0,0,91,18,3,2,7,0,4,2,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1069,2875,1978,46,3777 days,2014-03-04,Graduation,Married,67023,0,0,0,93,906,444,44,382,11,8,17,0,1,3,7,13,2,0,0,0,0,0,0,0,1,3,11
1070,10536,1971,53,3695 days,2014-05-25,PhD,Together,32892,1,0,1,78,46,26,0,15,2,1,2,0,2,3,0,3,8,0,0,0,0,0,0,0,0,3,11
1071,11112,1966,58,4233 days,2012-12-03,Graduation,Together,70713,0,1,1,23,1477,736,114,279,82,76,190,1,6,5,6,8,3,0,0,0,0,0,0,0,0,3,11
1072,3807,1955,69,4236 days,2012-11-30,Graduation,Together,59925,0,1,1,83,766,473,21,176,19,21,56,0,3,9,2,9,6,0,0,0,0,0,0,0,0,3,11
1073,9197,1953,71,3785 days,2014-02-24,Graduation,Married,39722,0,1,1,92,47,32,0,5,2,0,8,0,2,2,0,3,5,0,0,0,0,0,0,0,0,3,11
1074,10832,1958,66,4006 days,2013-07-18,Graduation,Together,46610,0,0,0,4,467,288,10,30,4,10,125,1,1,6,1,6,6,0,0,0,0,0,0,0,0,3,11
1075,6421,1961,63,4021 days,2013-07-03,Graduation,Together,88347,0,0,0,32,2116,1050,178,555,77,138,118,0,1,4,7,9,1,1,0,0,0,0,0,1,0,3,11
1076,4207,1981,43,4084 days,2013-05-01,PhD,Married,87171,0,0,0,27,1298,1001,44,107,58,44,44,1,1,6,7,11,2,0,0,1,0,1,0,2,0,3,11
1077,577,1976,48,3973 days,2013-08-20,2n Cycle,Together,26907,1,1,2,10,22,9,1,7,0,3,2,1,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1078,10855,1968,56,3818 days,2014-01-22,Master,Single,50014,1,0,1,9,396,234,14,77,19,10,42,1,2,4,1,8,5,0,0,0,0,0,0,0,0,3,11
1079,3081,1978,46,4093 days,2013-04-22,PhD,Married,41014,1,0,1,65,20,7,2,6,2,0,3,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1080,3535,1965,59,3764 days,2014-03-17,Graduation,Single,66294,0,0,0,68,967,251,108,334,65,92,117,0,1,4,3,5,2,0,0,0,0,0,0,0,0,3,11
1081,247,1971,53,4249 days,2012-11-17,Graduation,Married,36715,1,0,1,16,357,172,10,125,21,13,16,1,6,7,2,4,9,0,0,0,0,0,1,1,0,3,11
1082,8707,1956,68,4336 days,2012-08-22,Graduation,Married,79456,0,0,0,12,1401,565,42,548,64,83,99,1,1,5,6,4,3,0,0,0,0,0,1,1,0,3,11
1083,9523,1982,42,3976 days,2013-08-17,Graduation,Together,40479,1,0,1,95,15,5,0,8,2,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,3,11
1084,6072,1970,54,4172 days,2013-02-02,Master,Single,75345,0,0,0,16,2087,918,57,842,99,38,133,1,1,5,8,6,3,1,0,0,0,0,1,2,0,3,11
1085,6295,1977,47,4170 days,2013-02-04,Graduation,Married,54233,0,1,1,46,981,652,8,158,21,0,142,0,4,11,6,5,8,0,0,0,0,0,0,0,0,3,11
1086,10914,1970,54,3920 days,2013-10-12,Graduation,Single,24163,1,1,2,3,17,4,1,7,2,1,2,1,2,1,0,3,4,0,0,0,0,0,0,0,0,3,11
1087,1509,1958,66,4201 days,2013-01-04,PhD,Together,84460,0,0,0,80,523,152,27,103,106,54,81,0,0,9,9,4,5,1,1,0,1,1,1,5,0,3,11
1088,5577,1983,41,3717 days,2014-05-03,Graduation,Together,43776,1,0,1,77,23,8,0,9,2,1,3,0,1,1,0,2,6,0,0,0,0,0,0,0,0,3,11
1089,7348,1958,66,3764 days,2014-03-17,PhD,Single,71691,0,0,0,0,1192,336,130,411,240,32,43,1,1,4,7,5,2,0,0,0,0,0,1,1,0,3,11
1090,1127,1973,51,3691 days,2014-05-29,PhD,Married,85844,0,0,0,62,1958,938,19,843,25,95,38,0,1,6,6,7,2,0,0,0,0,1,0,1,0,3,11
1091,1833,1974,50,3724 days,2014-04-26,PhD,Single,39190,1,0,1,91,133,68,8,18,19,8,12,0,2,2,1,4,5,0,0,0,0,0,0,0,0,3,11
1092,4944,1959,65,3970 days,2013-08-23,Graduation,Together,71367,0,0,0,24,777,227,23,389,42,21,75,1,1,4,5,7,2,0,0,0,0,0,0,0,0,3,11
1093,9080,1972,52,4032 days,2013-06-22,PhD,Single,38578,1,1,2,2,73,38,4,22,3,3,3,1,3,3,0,3,8,0,0,0,0,0,0,0,0,3,11
1094,6466,1965,59,3769 days,2014-03-12,PhD,Married,57236,1,1,2,22,121,105,0,9,2,1,4,1,3,2,1,4,3,0,0,0,0,0,0,0,0,3,11
1095,9964,1979,45,3986 days,2013-08-07,Graduation,Single,61825,0,1,1,56,424,162,50,100,55,30,27,0,1,4,2,8,4,0,0,0,0,0,0,0,0,3,11
1096,4790,1958,66,3687 days,2014-06-02,Graduation,Divorced,79803,0,1,1,54,868,574,8,216,21,16,33,0,1,4,3,5,1,0,0,0,0,0,0,0,0,3,11
1097,10245,1986,38,4266 days,2012-10-31,2n Cycle,Single,80910,0,0,0,71,756,160,80,369,67,39,41,0,1,3,3,8,1,0,0,0,0,0,0,0,0,3,11
1098,1109,1982,42,4092 days,2013-04-23,Master,Together,27590,1,0,1,38,12,6,0,5,0,0,1,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1099,6001,1979,45,4203 days,2013-01-02,Graduation,Married,56775,0,1,1,62,937,614,35,160,58,35,35,0,2,5,8,10,5,0,0,0,0,0,0,0,0,3,11
1100,5538,1975,49,3924 days,2013-10-08,Graduation,Divorced,83829,0,0,0,78,1862,897,161,430,186,161,27,0,0,4,7,6,1,1,0,1,0,1,1,4,0,3,11
1101,10552,1979,45,4065 days,2013-05-20,2n Cycle,Married,54210,0,1,1,18,367,70,54,109,80,9,45,1,2,4,1,7,5,0,0,0,0,0,0,0,0,3,11
1102,1545,1986,38,3991 days,2013-08-02,Graduation,Married,38508,1,0,1,95,443,120,19,206,25,19,54,0,6,7,2,5,8,0,0,0,0,0,0,0,0,3,11
1103,7409,1970,54,3906 days,2013-10-26,Graduation,Together,53187,1,0,1,66,267,211,2,30,7,7,10,0,2,4,1,6,5,0,0,0,0,0,0,0,0,3,11
1104,4444,1972,52,3757 days,2014-03-24,Graduation,Married,30023,1,0,1,28,61,11,0,16,7,6,21,1,1,2,0,3,8,0,0,0,0,0,0,0,0,3,11
1105,146,1960,64,3886 days,2013-11-15,PhD,Single,76045,0,0,0,78,1323,760,53,400,17,93,0,0,1,4,5,11,2,1,0,0,0,0,0,1,0,3,11
1106,6271,1952,72,3670 days,2014-06-19,PhD,Married,50870,0,1,1,13,63,53,0,8,0,0,2,1,1,2,0,3,5,0,0,0,0,0,0,0,0,3,11
1107,10065,1970,54,3990 days,2013-08-03,2n Cycle,Married,15315,0,0,0,27,64,7,4,13,15,8,17,1,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11
1108,4741,1974,50,3810 days,2014-01-30,2n Cycle,Married,65463,1,0,1,17,562,391,32,70,21,32,16,1,2,6,2,9,5,0,0,0,1,0,0,1,0,3,11
1109,246,1965,59,3689 days,2014-05-31,Graduation,Married,66480,1,1,2,71,312,199,9,57,20,21,6,0,7,4,1,7,4,0,0,0,0,0,0,0,0,3,11
1110,375,1954,70,4149 days,2013-02-25,Graduation,Divorced,76773,0,0,0,79,1156,516,56,449,86,33,16,0,1,2,2,11,1,0,0,0,0,0,0,0,0,3,11
1111,1524,1983,41,4145 days,2013-03-01,2n Cycle,Single,81698,0,0,0,1,1104,709,45,115,30,160,45,1,1,8,2,5,5,1,0,0,0,0,1,2,0,3,11
1112,10022,1973,51,3800 days,2014-02-09,PhD,Single,54466,1,1,2,78,16,12,0,4,0,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0,3,11
1113,7451,1960,64,3792 days,2014-02-17,Master,Single,98777,0,0,0,23,2008,1000,19,711,125,115,38,1,0,4,6,9,1,0,0,0,1,0,0,1,0,3,11
1114,11010,1984,40,3963 days,2013-08-30,PhD,Single,16269,1,0,1,75,44,19,3,18,3,1,0,0,3,3,0,3,8,0,0,0,0,0,0,0,0,3,11
1115,4356,1971,53,3965 days,2013-08-28,Graduation,Together,71819,0,1,1,70,1574,1224,28,140,0,14,168,0,3,3,3,5,6,0,0,0,1,1,0,2,0,3,11
1116,3885,1983,41,3916 days,2013-10-16,PhD,Married,33569,1,0,1,10,63,16,2,18,3,0,24,1,1,1,1,2,8,0,0,1,0,0,1,2,0,3,11
1117,1175,1983,41,3942 days,2013-09-20,Master,Married,36262,0,0,0,24,426,88,39,54,64,28,153,1,1,3,5,3,6,0,0,1,0,0,1,2,0,3,11
1118,880,1966,58,4189 days,2013-01-16,Basic,Together,22634,0,0,0,47,96,2,23,11,8,6,46,0,1,2,1,2,8,0,0,0,0,0,0,0,0,3,11
1119,2320,1978,46,3950 days,2013-09-12,2n Cycle,Married,47025,0,1,1,98,635,508,11,59,23,5,29,0,5,11,1,6,9,0,0,0,0,0,0,0,0,3,11
1120,850,1968,56,3926 days,2013-10-06,Graduation,Single,70566,0,1,1,4,757,381,28,215,84,28,21,1,2,6,5,9,3,0,0,0,0,0,0,0,0,3,11
1121,4713,1979,45,4244 days,2012-11-22,PhD,Married,31605,1,0,1,15,125,74,0,42,2,1,6,1,2,2,1,4,7,0,0,0,0,0,0,0,0,3,11
1122,675,1973,51,4068 days,2013-05-17,Master,Divorced,52034,1,1,2,67,332,146,0,93,7,13,73,0,5,4,2,5,7,0,0,0,0,0,0,0,0,3,11
1123,5025,1979,45,3847 days,2013-12-24,Graduation,Single,48526,1,0,1,32,135,23,17,23,43,20,9,0,1,2,1,4,3,0,0,0,0,0,0,0,0,3,11
1124,2308,1954,70,4248 days,2012-11-18,Graduation,Married,46734,0,1,1,40,330,110,5,137,26,23,29,0,2,6,1,5,7,0,0,0,0,0,0,0,0,3,11
1125,5995,1962,62,4218 days,2012-12-18,Graduation,Divorced,39552,1,1,2,54,384,165,3,147,4,24,41,0,7,6,2,5,8,0,0,0,0,0,1,1,0,3,11
1126,6749,1966,58,4350 days,2012-08-08,Graduation,Single,86358,1,1,2,78,1722,957,47,494,82,47,95,0,4,5,3,6,8,0,0,0,0,0,0,0,0,3,11
1127,1010,1977,47,3726 days,2014-04-24,Graduation,Together,46931,2,1,3,94,78,41,0,17,3,1,16,0,2,1,1,3,3,0,0,0,0,0,0,0,0,3,11
1128,8977,1985,39,4193 days,2013-01-12,Basic,Single,16581,0,0,0,51,24,1,3,4,2,3,11,0,1,0,0,3,4,0,0,0,0,0,0,0,0,3,11
1129,4756,1952,72,3851 days,2013-12-20,2n Cycle,Divorced,63998,0,0,0,42,1168,176,29,818,0,33,112,0,1,7,6,11,4,0,0,0,0,0,1,1,0,3,11
1130,3412,1951,73,4190 days,2013-01-15,Master,Married,67381,0,1,1,67,957,815,8,53,11,0,70,0,4,2,2,9,7,0,0,0,1,0,0,1,0,3,11
1131,606,1967,57,3922 days,2013-10-10,Graduation,Single,25930,1,1,2,87,15,6,1,2,2,0,4,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1132,5961,1978,46,3682 days,2014-06-07,Graduation,Married,42693,1,0,1,29,57,8,4,20,6,3,16,1,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11
1133,2975,1976,48,4254 days,2012-11-12,Graduation,Together,85606,0,1,1,89,1956,717,42,864,219,30,84,0,2,6,7,9,3,1,0,0,0,0,0,1,0,3,11
1134,2894,1985,39,3903 days,2013-10-29,Graduation,Single,72903,0,0,0,74,2013,1067,138,750,0,19,39,0,1,7,5,8,4,1,0,0,1,1,1,4,0,3,11
1135,7613,1974,50,3696 days,2014-05-24,2n Cycle,Together,49669,1,0,1,97,326,166,5,107,11,8,29,0,2,5,1,6,6,0,0,0,0,0,0,0,0,3,11
1136,10542,1968,56,4353 days,2012-08-05,PhD,Married,36778,1,1,2,63,77,29,4,34,2,4,4,0,3,3,0,3,9,0,0,0,0,0,0,0,0,3,11
1137,8015,1962,62,4082 days,2013-05-03,PhD,Divorced,85696,0,0,0,88,1313,714,76,395,116,0,12,0,1,4,6,9,1,0,0,0,0,0,1,1,0,3,11
1138,10617,1989,35,3698 days,2014-05-22,Master,Divorced,10979,0,0,0,34,30,8,4,10,2,2,4,0,2,3,0,3,5,0,0,0,0,0,0,0,0,3,11
1139,11166,1961,63,4172 days,2013-02-02,Graduation,Married,49678,0,1,1,81,315,229,5,56,3,2,20,0,2,6,2,4,7,0,0,0,0,0,0,0,0,3,11
1140,849,1953,71,4034 days,2013-06-20,Master,Together,56129,0,1,1,65,660,320,48,133,39,72,48,0,4,6,2,10,4,0,0,0,0,0,0,0,0,3,11
1141,523,1989,35,4174 days,2013-01-31,Graduation,Married,37155,1,0,1,51,74,23,0,26,7,15,3,0,1,2,0,4,5,0,0,0,0,0,0,0,0,3,11
1142,4066,1978,46,3709 days,2014-05-11,2n Cycle,Divorced,21282,1,0,1,76,46,1,5,8,4,8,20,0,2,2,1,2,6,0,0,0,0,0,0,0,0,3,11
1143,8414,1962,62,3976 days,2013-08-17,PhD,Single,33419,0,1,1,76,86,56,0,12,0,0,18,0,2,2,0,4,7,0,0,0,0,0,0,0,0,3,11
1144,819,1945,79,3896 days,2013-11-05,Graduation,Widow,63285,0,0,0,84,1103,508,124,249,50,38,134,0,1,6,5,13,3,0,0,0,0,0,0,0,0,3,11
1145,4961,1974,50,3819 days,2014-01-21,Master,Together,21255,1,0,1,56,61,29,0,25,2,2,3,0,4,2,1,4,4,0,0,0,0,0,0,0,0,3,11
1146,749,1981,43,3882 days,2013-11-19,Graduation,Together,42162,1,0,1,31,145,46,7,59,2,4,27,0,2,3,1,3,6,0,0,1,0,0,1,2,0,3,11
1147,5430,1956,68,4313 days,2012-09-14,Graduation,Together,54450,1,1,2,0,684,454,0,171,8,19,32,1,12,9,2,8,8,0,0,0,0,0,0,0,0,3,11
1148,7755,1954,70,3889 days,2013-11-12,PhD,Married,57744,0,1,1,91,411,350,3,39,0,0,19,0,2,9,1,4,8,0,0,0,0,0,0,0,0,3,11
1149,10525,1986,38,4284 days,2012-10-13,Graduation,Single,26576,1,0,1,40,27,10,0,8,0,0,9,0,1,1,0,2,9,0,0,1,0,0,1,2,0,3,11
1150,1453,1943,81,4018 days,2013-07-06,PhD,Widow,57513,0,0,0,59,1060,735,40,183,52,20,30,0,2,9,3,13,6,0,0,0,0,0,0,0,0,3,11
1151,8310,1964,60,4329 days,2012-08-29,Graduation,Together,68142,0,1,1,96,1459,897,126,196,91,112,37,0,3,10,4,7,6,0,0,0,0,0,0,0,0,3,11
1152,10710,1979,45,4329 days,2012-08-29,Graduation,Married,7500,0,1,1,61,18,5,2,3,3,0,5,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1153,5031,1974,50,4305 days,2012-09-22,Graduation,Together,83145,0,0,0,14,1833,777,35,731,39,137,114,1,1,5,9,11,2,0,0,0,0,1,1,2,0,3,11
1154,2613,1960,64,3747 days,2014-04-03,Master,Married,54197,0,1,1,16,237,162,6,37,6,13,13,1,2,1,3,6,1,0,0,0,0,0,0,0,0,3,11
1155,213,1963,61,3692 days,2014-05-28,PhD,Single,23091,1,1,2,98,48,35,0,11,0,0,2,0,4,2,1,3,7,0,0,0,0,0,0,0,0,3,11
1156,967,1976,48,4003 days,2013-07-21,Graduation,Married,46049,1,1,2,11,515,342,9,112,19,14,19,1,10,5,2,9,7,0,0,0,0,0,1,1,0,3,11
1157,1077,1974,50,4231 days,2012-12-05,Graduation,Together,56715,0,0,0,52,1020,258,105,239,237,172,9,0,1,7,3,4,4,0,0,0,0,0,0,0,0,3,11
1158,7959,1961,63,3691 days,2014-05-29,Graduation,Married,79410,0,0,0,19,1370,658,80,483,123,13,13,1,1,3,2,5,1,0,0,0,0,0,0,0,0,3,11
1159,640,1951,73,4135 days,2013-03-11,Graduation,Married,57304,0,1,1,61,1026,356,80,329,138,17,106,0,2,7,6,10,5,0,0,0,0,0,0,0,0,3,11
1160,4252,1965,59,3758 days,2014-03-23,Graduation,Married,44375,0,1,1,73,301,213,5,28,7,7,41,0,1,4,1,6,5,0,0,0,0,0,0,0,0,3,11
1161,8432,1956,68,4313 days,2012-09-14,Graduation,Together,54450,1,1,2,0,684,454,0,171,8,19,32,1,12,9,2,8,8,0,0,0,0,0,0,0,0,3,11
1162,6218,1965,59,4277 days,2012-10-20,Graduation,Married,59594,0,1,1,74,499,457,4,29,0,0,9,0,1,8,1,7,7,0,0,0,1,0,0,1,0,3,11
1163,6905,1994,30,4336 days,2012-08-22,Graduation,Together,80685,0,0,0,55,1004,241,45,604,34,26,54,0,1,6,4,10,2,0,0,0,0,0,0,0,0,3,11
1164,5922,1974,50,3919 days,2013-10-13,PhD,Married,40344,0,1,1,48,218,210,0,6,0,0,2,0,2,4,1,5,7,0,0,0,0,0,0,0,0,3,11
1165,3598,1972,52,4062 days,2013-05-23,Graduation,Married,62710,0,1,1,53,606,441,35,83,7,29,11,0,4,4,2,12,4,0,0,0,0,0,0,0,0,3,11
1166,6116,1968,56,4019 days,2013-07-05,2n Cycle,Married,48985,0,1,1,13,75,19,13,18,10,7,8,1,1,1,1,3,3,0,0,0,0,0,0,0,0,3,11
1167,6263,1968,56,4336 days,2012-08-22,Graduation,Together,35322,1,2,3,34,106,28,9,37,12,7,13,0,3,2,0,4,8,0,0,0,0,0,0,0,0,3,11
1168,10486,1948,76,4056 days,2013-05-29,Graduation,Married,77142,0,0,0,54,990,476,75,162,29,151,97,0,1,4,4,8,2,0,0,0,0,0,0,0,0,3,11
1169,2410,1969,55,3818 days,2014-01-22,Graduation,Single,81657,0,0,0,69,1097,364,40,425,158,60,50,0,1,3,4,8,1,0,0,0,0,0,0,0,0,3,11
1170,193,1996,28,3792 days,2014-02-17,Basic,Married,14421,0,0,0,81,16,0,0,2,3,3,8,0,1,1,0,2,5,0,0,1,0,0,0,1,0,3,11
1171,3363,1974,50,3764 days,2014-03-17,2n Cycle,Married,20130,0,0,0,99,34,0,6,3,7,6,12,0,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1172,8278,1990,34,4332 days,2012-08-26,PhD,Married,74214,0,0,0,3,1711,863,83,547,86,99,33,1,1,8,2,5,5,0,0,0,0,0,0,0,0,3,11
1173,10660,1957,67,3828 days,2014-01-12,Master,Married,66726,1,1,2,61,438,349,7,35,0,0,47,0,3,8,2,4,7,0,0,0,1,0,0,1,0,3,11
1174,8686,1979,45,4197 days,2013-01-08,Basic,Together,23724,1,0,1,65,75,5,23,15,0,18,14,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11
1175,1604,1960,64,3888 days,2013-11-13,Master,Married,47353,0,1,1,93,225,184,2,19,8,8,4,0,3,2,2,6,5,0,0,0,0,0,0,0,0,3,11
1176,5907,1952,72,4263 days,2012-11-03,Master,Married,33444,1,1,2,24,18,8,0,8,0,0,2,1,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1177,10669,1981,43,4068 days,2013-05-17,Graduation,Married,54386,0,1,1,8,470,277,21,64,62,21,25,1,2,3,2,10,3,0,0,0,0,0,0,0,0,3,11
1178,2918,1981,43,4102 days,2013-04-13,Graduation,Divorced,28510,1,1,2,72,91,44,5,19,0,4,19,0,3,2,0,4,5,0,0,0,0,0,0,0,0,3,11
1179,5735,1991,33,3796 days,2014-02-13,Master,Single,90638,0,0,0,29,2525,1156,120,915,94,144,96,1,1,3,4,10,1,0,0,0,0,1,0,1,0,3,11
1180,359,1950,74,4192 days,2013-01-13,Graduation,Together,48070,0,1,1,33,504,373,14,83,6,9,19,0,3,8,2,6,7,0,0,0,0,0,0,0,1,3,11
1181,8387,1957,67,4200 days,2013-01-05,Graduation,Married,43140,0,1,1,68,235,134,8,76,6,0,11,0,1,4,1,5,6,0,0,0,0,0,0,0,0,3,11
1182,1829,1961,63,4186 days,2013-01-19,PhD,Divorced,54959,0,1,1,55,1232,1148,0,60,0,0,24,0,3,9,5,4,7,0,0,0,1,0,1,2,0,3,11
1183,3839,1958,66,4082 days,2013-05-03,Basic,Single,15056,1,1,2,76,88,6,12,3,21,6,40,0,5,2,2,3,5,0,0,0,0,0,0,0,0,3,11
1184,9392,1971,53,3712 days,2014-05-08,Graduation,Single,26954,1,0,1,17,17,4,1,11,0,0,1,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1185,2292,1985,39,3991 days,2013-08-02,Graduation,Single,22327,1,0,1,94,24,5,4,8,2,0,5,0,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11
1186,10466,1965,59,3971 days,2013-08-22,Graduation,Married,44393,1,1,2,86,60,24,2,20,2,2,10,0,2,1,0,4,4,0,0,0,0,0,0,0,0,3,11
1187,9855,1952,72,3968 days,2013-08-25,PhD,Single,62000,0,1,1,25,1020,899,0,101,0,0,20,1,1,6,6,13,4,1,0,0,0,0,0,1,0,3,11
1188,4088,1962,62,4230 days,2012-12-06,PhD,Together,31497,0,1,1,22,155,108,1,28,13,1,4,1,2,3,1,4,8,0,0,0,0,0,0,0,0,3,11
1189,5231,1974,50,3782 days,2014-02-27,2n Cycle,Married,45894,0,2,2,15,51,27,2,7,0,2,13,1,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11
1190,590,1970,54,4214 days,2012-12-22,Master,Divorced,78579,0,0,0,35,1812,816,66,549,216,66,99,0,1,5,6,4,3,0,0,0,0,0,1,1,0,3,11
1191,8732,1969,55,4249 days,2012-11-17,Master,Widow,67369,0,1,1,81,1461,1298,0,70,37,14,42,0,4,7,4,10,4,0,0,0,1,1,1,3,0,3,11
1192,2315,1960,64,3730 days,2014-04-20,Graduation,Divorced,58401,0,1,1,55,96,10,0,11,17,29,29,0,1,1,2,2,4,0,0,0,0,0,0,0,0,3,11
1193,3515,1952,72,3792 days,2014-02-17,Graduation,Single,62307,0,1,1,94,160,87,13,34,10,6,10,0,1,4,0,4,5,0,0,0,0,0,0,0,0,3,11
1194,2245,1969,55,4093 days,2013-04-22,Master,Married,43641,1,1,2,50,139,57,2,51,4,2,23,0,3,2,1,4,6,0,0,0,0,0,0,0,0,3,11
1195,6283,1968,56,4094 days,2013-04-21,Master,Divorced,63841,0,1,1,64,908,635,15,100,20,7,131,0,1,9,3,9,6,0,0,0,0,0,0,0,0,3,11
1196,2246,1965,59,3961 days,2013-09-01,2n Cycle,Married,46891,0,1,1,91,183,43,12,23,29,15,61,0,1,2,1,4,4,0,0,0,0,0,0,0,0,3,11
1197,6606,1969,55,4115 days,2013-03-31,Master,Married,70091,1,0,1,11,1161,964,34,137,15,0,11,1,2,5,2,10,8,0,0,0,1,0,0,1,0,3,11
1198,5545,1972,52,3745 days,2014-04-05,PhD,Married,78075,0,0,0,72,988,572,8,259,34,35,80,0,1,3,5,5,1,0,0,0,0,0,0,0,0,3,11
