ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumPurchasesTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue,Age_cat,Income_cat,MntTotal_cat,Recency_cat
8732,1969,55,4261 days,2012-11-17,Master,Widow,67369,0,1,1,81,1461,1298,0,70,37,14,42,0,21,4,7,4,10,4,0,0,0,1,1,1,2,0,3,11,55_64,D5,"[1265.0, 1685.0)",75_99
2315,1960,64,3742 days,2014-04-20,Graduation,Divorced,58401,0,1,1,55,96,10,0,11,17,29,29,0,5,1,1,2,2,4,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[87.0, 171.0)",50_74
3515,1952,72,3804 days,2014-02-17,Graduation,Single,62307,0,1,1,94,160,87,13,34,10,6,10,0,8,1,4,0,4,5,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[87.0, 171.0)",75_99
2245,1969,55,4105 days,2013-04-22,Master,Married,43641,1,1,2,50,139,57,2,51,4,2,23,0,7,3,2,1,4,6,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[87.0, 171.0)",50_74
6283,1968,56,4106 days,2013-04-21,Master,Divorced,63841,0,1,1,64,908,635,15,100,20,7,131,0,21,1,9,3,9,6,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[845.0, 1265.0)",50_74
2246,1965,59,3973 days,2013-09-01,2n Cycle,Married,46891,0,1,1,91,183,43,12,23,29,15,61,0,7,1,2,1,4,4,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[171.0, 256.0)",75_99
6606,1969,55,4127 days,2013-03-31,Master,Married,70091,1,0,1,11,1161,964,34,137,15,0,11,1,17,2,5,2,10,8,0,0,0,1,0,0,1,0,3,11,55_64,D5,"[845.0, 1265.0)",0_24
5545,1972,52,3757 days,2014-04-05,PhD,Married,78075,0,0,0,72,988,572,8,259,34,35,80,0,13,1,3,5,5,1,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[845.0, 1265.0)",50_74
7342,1961,63,4330 days,2012-09-09,2n Cycle,Widow,59184,0,1,1,6,1072,341,142,113,259,151,66,1,24,3,6,6,12,5,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[845.0, 1265.0)",0_24
837,1977,47,3963 days,2013-09-11,Graduation,Married,54809,1,1,2,0,174,63,6,57,13,13,22,1,8,4,2,1,5,4,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[171.0, 256.0)",0_24
9500,1959,65,4192 days,2013-01-25,Graduation,Married,58113,0,1,1,66,758,221,104,169,102,78,84,0,19,3,9,2,8,7,0,0,0,0,0,0,0,1,3,11,65_74,D4,"[425.0, 845.0)",50_74
3602,1958,66,3852 days,2013-12-31,Master,Married,51412,0,1,1,42,195,140,3,29,4,5,14,0,9,2,3,2,4,4,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[171.0, 256.0)",25_49
234,1979,45,4299 days,2012-10-10,Graduation,Divorced,15287,1,0,1,60,31,1,2,8,4,3,13,0,4,2,1,1,2,7,0,0,1,0,0,1,1,0,3,11,45_54,D1,"[2.0, 87.0)",50_74
2995,1957,67,3988 days,2013-08-17,Master,Together,66636,0,0,0,64,1084,291,10,689,84,10,0,0,16,1,3,4,9,1,0,0,0,0,0,0,0,0,3,11,65_74,D5,"[845.0, 1265.0)",50_74
1118,1956,68,4166 days,2013-02-20,Master,Married,50965,0,1,1,87,685,544,13,85,8,6,29,0,19,3,10,4,5,8,0,0,1,0,0,0,1,0,3,11,65_74,D4,"[425.0, 845.0)",75_99
7789,1965,59,3891 days,2013-11-22,PhD,Married,84618,0,0,0,96,1672,684,100,801,21,66,0,0,25,1,6,9,10,2,0,0,0,0,1,0,1,0,3,11,55_64,D6,"[1265.0, 1685.0)",75_99
3068,1990,34,3915 days,2013-10-29,Graduation,Married,18351,0,0,0,1,43,1,12,9,0,14,7,1,5,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11,25_34,D2,"[2.0, 87.0)",0_24
8955,1957,67,3805 days,2014-02-16,PhD,Together,40451,0,2,2,54,49,35,0,4,0,0,10,0,4,1,1,1,2,5,0,0,1,0,0,0,1,0,3,11,65_74,D3,"[2.0, 87.0)",50_74
945,1965,59,4075 days,2013-05-22,Graduation,Together,36317,0,1,1,53,133,87,3,25,3,2,13,0,7,2,3,0,4,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[87.0, 171.0)",50_74
5644,1957,67,3932 days,2013-10-12,Graduation,Together,42213,0,1,1,96,363,309,3,24,4,3,20,0,13,2,5,1,7,7,0,0,0,1,0,0,1,0,3,11,65_74,D3,"[340.0, 425.0)",75_99
7192,1955,69,4112 days,2013-04-15,Graduation,Together,65748,0,1,1,58,545,172,73,93,95,78,34,0,16,2,2,4,10,1,0,0,0,0,0,0,0,1,3,11,65_74,D4,"[425.0, 845.0)",50_74
2324,1972,52,3917 days,2013-10-27,Graduation,Together,77044,0,1,1,12,1065,625,38,242,50,34,76,1,29,2,7,11,11,4,0,0,1,0,0,0,1,0,3,11,45_54,D5,"[845.0, 1265.0)",0_24
697,1969,55,4146 days,2013-03-12,Graduation,Together,74918,0,0,0,78,2047,972,59,913,25,19,59,0,20,1,5,9,6,3,0,0,0,0,1,0,1,0,3,11,55_64,D5,"[1685.0, 2105.0)",75_99
3439,1972,52,4278 days,2012-10-31,Graduation,Married,56721,1,1,2,64,296,157,6,39,6,13,75,0,10,5,4,1,5,6,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[256.0, 340.0)",50_74
1506,1975,49,4038 days,2013-06-28,Graduation,Single,42160,1,1,2,26,140,48,9,45,3,15,20,1,7,4,2,1,4,6,0,0,0,0,0,1,0,0,3,11,45_54,D3,"[87.0, 171.0)",25_49
232,1965,59,4019 days,2013-07-17,Graduation,Single,61559,0,1,1,8,530,279,83,88,32,14,34,1,16,1,4,2,10,3,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",0_24
8876,1963,61,4362 days,2012-08-08,PhD,Together,33629,1,1,2,49,152,132,0,16,0,0,4,0,8,5,3,1,4,9,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[87.0, 171.0)",25_49
4500,1991,33,3938 days,2013-10-06,PhD,Together,68682,0,0,0,56,1598,919,0,505,99,30,45,0,23,1,4,9,10,2,0,0,0,0,0,0,0,0,3,11,25_34,D5,"[1265.0, 1685.0)",50_74
9739,1963,61,4198 days,2013-01-19,Graduation,Single,34377,0,1,1,55,114,62,0,22,3,1,26,0,6,2,2,2,2,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[87.0, 171.0)",50_74
10395,1986,38,4348 days,2012-08-22,Basic,Single,8940,1,0,1,25,101,1,45,3,4,6,42,1,7,3,3,1,3,8,0,0,0,0,0,0,0,0,3,11,35_44,D1,"[87.0, 171.0)",25_49
1176,1973,51,3952 days,2013-09-22,Graduation,Married,26228,1,0,1,50,25,2,6,4,3,1,9,0,3,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",50_74
1627,1957,67,4191 days,2013-01-26,2n Cycle,Divorced,77297,0,0,0,84,789,408,61,109,48,122,41,0,21,1,5,7,9,4,1,0,0,0,0,0,1,0,3,11,65_74,D5,"[425.0, 845.0)",75_99
938,1981,43,4006 days,2013-07-30,Graduation,Married,40211,1,1,2,30,87,51,1,7,2,1,25,0,5,2,2,1,2,8,0,0,1,0,0,0,1,0,3,11,35_44,D3,"[87.0, 171.0)",25_49
2740,1958,66,3952 days,2013-09-22,PhD,Widow,33438,1,1,2,81,90,62,1,16,3,2,6,0,7,4,2,1,4,5,0,0,0,0,0,0,0,0,3,11,65_74,D2,"[87.0, 171.0)",75_99
257,1959,65,4099 days,2013-04-28,PhD,Married,75032,0,1,1,74,1215,952,12,180,47,12,12,0,18,2,5,4,9,3,0,0,0,0,0,0,0,0,3,11,65_74,D5,"[845.0, 1265.0)",50_74
4058,1955,69,3932 days,2013-10-12,PhD,Single,61284,0,0,0,76,811,618,15,106,20,7,45,0,21,1,11,2,8,6,0,0,0,1,0,0,1,0,3,11,65_74,D4,"[425.0, 845.0)",75_99
7736,1986,38,4287 days,2012-10-22,Graduation,Married,22518,1,0,1,36,61,11,7,12,2,2,27,0,5,2,2,1,2,5,0,0,1,0,0,1,1,0,3,11,35_44,D2,"[2.0, 87.0)",25_49
8210,1975,49,3990 days,2013-08-15,Master,Married,54730,0,1,1,64,405,318,3,17,4,7,56,0,13,5,4,1,8,4,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[340.0, 425.0)",50_74
833,1955,69,3763 days,2014-03-30,Master,Married,38452,1,1,2,62,72,56,0,14,0,0,2,0,6,3,3,0,3,7,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[2.0, 87.0)",50_74
6230,1971,53,4171 days,2013-02-15,Graduation,Divorced,44421,1,1,2,53,189,110,5,59,7,1,7,0,9,5,5,0,4,8,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[171.0, 256.0)",50_74
7325,1986,38,4037 days,2013-06-29,PhD,Together,38197,1,0,1,86,40,23,0,11,2,1,3,0,4,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11,35_44,D3,"[2.0, 87.0)",75_99
1307,1978,46,3812 days,2014-02-09,Graduation,Divorced,41986,0,1,1,15,63,27,5,8,8,3,12,1,7,3,3,0,4,4,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",0_24
1502,1983,41,4137 days,2013-03-21,Graduation,Together,28427,1,0,1,67,52,18,3,19,3,3,6,0,5,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",50_74
6211,1976,48,3730 days,2014-05-02,PhD,Together,37395,1,0,1,47,39,18,0,9,0,1,11,0,4,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",25_49
843,1971,53,3706 days,2014-05-26,Graduation,Married,64722,1,0,1,47,805,303,0,280,60,147,15,0,21,4,8,2,11,6,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[425.0, 845.0)",25_49
4174,1956,68,3745 days,2014-04-17,Master,Together,55249,0,1,1,81,130,97,1,19,2,0,11,0,7,1,2,1,4,3,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[87.0, 171.0)",75_99
9757,1972,52,3940 days,2013-10-04,Graduation,Together,84906,0,0,0,98,1631,997,15,414,99,30,76,0,23,1,5,6,12,2,0,1,0,1,1,0,3,0,3,11,45_54,D6,"[1265.0, 1685.0)",75_99
6918,1989,35,4032 days,2013-07-04,Graduation,Married,28691,1,0,1,56,34,5,4,13,8,0,4,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",50_74
286,1952,72,3884 days,2013-11-29,Graduation,Single,44213,1,1,2,48,152,95,11,35,0,4,7,0,8,4,2,1,5,6,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[87.0, 171.0)",25_49
11086,1984,40,3834 days,2014-01-18,Basic,Single,25707,1,0,1,18,21,1,6,2,3,6,3,1,4,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",0_24
1921,1967,57,3941 days,2013-10-03,PhD,Married,59062,2,1,3,74,71,46,1,12,3,0,9,0,5,2,2,0,3,4,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[2.0, 87.0)",50_74
4138,1962,62,3708 days,2014-05-24,Graduation,Single,76624,0,1,1,68,899,411,106,147,54,115,66,0,22,1,5,10,7,1,0,0,1,0,0,0,1,0,3,11,55_64,D5,"[845.0, 1265.0)",50_74
7718,1947,77,3742 days,2014-04-20,Master,Together,66000,0,0,0,36,711,244,51,270,101,0,45,0,9,1,1,3,5,1,0,0,0,0,0,0,0,0,3,11,75_above,D5,"[425.0, 845.0)",25_49
1291,1978,46,4366 days,2012-08-04,PhD,Together,27683,1,0,1,90,351,152,9,121,12,12,45,0,12,4,6,2,4,8,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[340.0, 425.0)",75_99
6862,1971,53,3714 days,2014-05-18,Graduation,Divorced,1730,0,0,0,65,8,1,1,3,1,1,1,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,3,11,45_54,D1,"[2.0, 87.0)",50_74
4136,1992,32,4245 days,2012-12-03,Basic,Single,7500,1,0,1,63,119,10,17,18,8,26,40,0,7,4,3,2,2,9,0,0,0,0,0,0,0,0,3,11,25_34,D1,"[87.0, 171.0)",50_74
803,1968,56,4122 days,2013-04-05,Graduation,Together,40521,1,1,2,82,21,12,0,5,0,0,4,0,3,1,0,1,2,5,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",75_99
4298,1973,51,3769 days,2014-03-24,PhD,Together,20427,1,0,1,63,10,5,0,4,0,0,1,0,3,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",50_74
10833,1975,49,3708 days,2014-05-24,Graduation,Married,65106,0,1,1,55,973,790,19,133,12,0,19,0,24,3,8,3,13,6,0,0,0,1,0,0,1,0,3,11,45_54,D4,"[845.0, 1265.0)",50_74
9606,1965,59,3978 days,2013-08-27,PhD,Married,69969,0,0,0,64,1536,882,29,514,38,29,44,0,12,1,4,2,6,3,1,0,0,0,1,1,2,0,3,11,55_64,D5,"[1265.0, 1685.0)",50_74
8534,1952,72,4020 days,2013-07-16,Graduation,Married,67433,0,2,2,51,992,615,28,259,12,48,30,0,24,4,6,5,13,4,0,0,0,1,0,0,1,0,3,11,65_74,D5,"[845.0, 1265.0)",50_74
5153,1967,57,4164 days,2013-02-22,PhD,Married,77766,0,1,1,97,1529,1004,59,265,115,59,27,0,32,2,11,10,11,6,0,0,1,0,0,1,1,0,3,11,55_64,D5,"[1265.0, 1685.0)",75_99
961,1972,52,3962 days,2013-09-12,Graduation,Married,74716,0,1,1,92,860,133,27,421,13,195,71,0,15,2,7,3,5,4,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[845.0, 1265.0)",75_99
5011,1963,61,3926 days,2013-10-18,Graduation,Divorced,68118,0,1,1,51,928,595,23,123,10,23,154,0,21,2,8,9,4,6,0,0,0,0,0,0,0,0,3,11,55_64,D5,"[845.0, 1265.0)",50_74
6653,1970,54,4371 days,2012-07-30,PhD,Married,55158,1,1,2,72,418,293,0,87,4,11,23,0,14,4,7,2,5,7,0,0,0,0,0,1,0,0,3,11,45_54,D4,"[340.0, 425.0)",50_74
9094,1955,69,4367 days,2012-08-03,2n Cycle,Married,62972,0,1,1,39,587,313,15,47,20,0,192,0,14,2,7,4,3,6,0,0,0,0,0,1,0,0,3,11,65_74,D4,"[425.0, 845.0)",25_49
810,1975,49,3720 days,2014-05-12,Graduation,Married,74190,0,1,1,49,641,151,81,86,168,91,64,0,17,2,4,2,11,2,0,0,0,0,0,0,0,0,3,11,45_54,D5,"[425.0, 845.0)",25_49
5493,1976,48,3774 days,2014-03-19,Graduation,Married,39356,1,1,2,21,23,15,0,2,0,0,6,1,3,1,1,0,2,6,0,0,1,0,0,0,1,0,3,11,45_54,D3,"[2.0, 87.0)",0_24
2147,1969,55,3989 days,2013-08-16,Graduation,Together,76653,0,0,0,91,2279,736,63,946,219,189,126,0,22,1,4,7,11,2,1,0,0,0,1,0,2,0,3,11,55_64,D5,"[2105.0, 2525.0)",75_99
5107,1973,51,3713 days,2014-05-19,PhD,Divorced,35860,1,1,2,37,49,15,0,8,4,2,20,0,4,2,1,1,2,5,0,0,1,0,0,0,1,0,3,11,45_54,D3,"[2.0, 87.0)",25_49
3979,1983,41,4075 days,2013-05-22,PhD,Divorced,90687,0,0,0,98,1779,982,17,672,23,34,51,0,16,1,6,2,8,2,0,0,0,0,1,1,1,0,3,11,35_44,D6,"[1685.0, 2105.0)",75_99
6049,1982,42,3878 days,2013-12-05,Master,Together,73450,0,0,0,85,1804,1142,51,415,90,69,37,0,26,1,7,8,11,3,1,0,1,0,0,0,2,0,3,11,35_44,D5,"[1685.0, 2105.0)",75_99
8147,1960,64,4030 days,2013-07-06,Graduation,Married,31454,1,1,2,40,48,28,0,11,0,0,9,0,5,3,2,0,3,8,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[2.0, 87.0)",25_49
1857,1952,72,3787 days,2014-03-06,Graduation,Single,47139,1,1,2,2,83,46,0,12,0,2,23,1,5,2,2,1,2,7,0,0,0,0,0,1,0,0,3,11,65_74,D3,"[2.0, 87.0)",0_24
3910,1975,49,3936 days,2013-10-08,Graduation,Divorced,83829,0,0,0,78,1862,897,161,430,186,161,27,0,17,0,4,7,6,1,1,0,1,0,1,1,3,0,3,11,45_54,D6,"[1685.0, 2105.0)",75_99
5207,1963,61,4315 days,2012-09-24,PhD,Married,53378,1,1,2,41,793,489,6,152,8,6,132,0,19,10,9,4,6,8,0,0,0,0,0,1,0,0,3,11,55_64,D4,"[425.0, 845.0)",25_49
11114,1970,54,4178 days,2013-02-08,Graduation,Together,19656,1,0,1,94,84,25,4,9,6,8,32,0,6,3,2,1,3,7,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",75_99
5429,1948,76,3985 days,2013-08-20,PhD,Married,45579,0,1,1,10,183,145,1,33,2,1,1,1,9,1,4,1,4,6,0,0,0,0,0,0,0,0,3,11,75_above,D3,"[171.0, 256.0)",0_24
9400,1958,66,3680 days,2014-06-21,2n Cycle,Single,85485,0,0,0,73,1383,630,26,611,44,18,54,0,18,1,6,6,6,2,0,0,0,0,0,0,0,0,3,11,65_74,D6,"[1265.0, 1685.0)",50_74
1740,1944,80,3755 days,2014-04-07,Graduation,Married,55956,0,0,0,22,999,760,38,104,50,9,38,1,14,2,7,3,4,4,0,0,0,1,0,0,1,0,3,11,75_above,D4,"[845.0, 1265.0)",0_24
7488,1963,61,4195 days,2013-01-22,Master,Single,64191,0,1,1,30,825,420,15,186,151,38,15,0,21,3,5,3,13,3,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",25_49
195,1972,52,4344 days,2012-08-26,Graduation,Single,38808,1,0,1,21,246,125,17,52,3,19,30,1,10,4,5,1,4,8,0,0,1,0,0,1,1,0,3,11,45_54,D3,"[171.0, 256.0)",0_24
635,1966,58,4139 days,2013-03-19,Master,Married,57183,1,1,2,51,610,464,5,64,7,0,70,0,17,8,9,1,7,8,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",50_74
7527,1968,56,4257 days,2012-11-21,Master,Divorced,23748,1,0,1,97,76,6,6,29,12,15,8,0,6,3,2,1,3,8,0,0,0,0,0,0,0,0,3,11,55_64,D2,"[2.0, 87.0)",75_99
10319,1971,53,4160 days,2013-02-26,Graduation,Married,66303,0,1,1,56,1286,1090,12,96,16,12,60,0,18,4,3,4,11,8,0,0,0,1,0,0,1,0,3,11,45_54,D5,"[1265.0, 1685.0)",50_74
2296,1975,49,3867 days,2013-12-16,Master,Married,37368,1,0,1,4,30,3,2,11,2,2,10,1,3,1,1,0,2,6,0,0,1,0,0,0,1,0,3,11,45_54,D3,"[2.0, 87.0)",0_24
10637,1964,60,4216 days,2013-01-01,Graduation,Married,40800,1,2,3,77,99,24,0,27,8,30,10,0,6,2,3,0,3,7,0,0,0,0,0,0,0,1,3,11,55_64,D3,"[87.0, 171.0)",75_99
2931,1978,46,4318 days,2012-09-21,Graduation,Divorced,71847,0,0,0,95,1192,737,21,106,55,63,210,0,22,0,6,7,9,3,1,0,0,0,0,0,1,0,3,11,45_54,D5,"[845.0, 1265.0)",75_99
907,1975,49,3884 days,2013-11-29,Graduation,Married,46149,0,1,1,36,362,254,6,71,4,0,27,0,13,5,5,1,7,5,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[340.0, 425.0)",25_49
3698,1983,41,4361 days,2012-08-09,Graduation,Together,78687,0,0,0,13,2130,817,185,687,145,55,241,1,18,1,4,6,8,2,0,0,0,0,1,1,1,0,3,11,35_44,D5,"[2105.0, 2525.0)",0_24
9516,1971,53,4352 days,2012-08-18,2n Cycle,Divorced,49118,0,0,0,90,1229,620,54,239,99,98,119,0,26,2,9,7,10,7,0,1,0,1,0,1,2,0,3,11,45_54,D3,"[845.0, 1265.0)",75_99
679,1957,67,4319 days,2012-09-20,PhD,Married,37633,1,1,2,49,38,13,4,20,0,0,1,0,4,2,1,0,3,9,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[2.0, 87.0)",25_49
7384,1951,73,4015 days,2013-07-21,Master,Together,39767,0,0,0,18,485,113,61,204,34,26,47,1,15,2,7,1,7,8,0,0,0,0,0,0,0,0,3,11,65_74,D3,"[425.0, 845.0)",0_24
5043,1951,73,4273 days,2012-11-05,Basic,Married,26997,0,0,0,89,434,7,23,78,133,49,144,0,11,2,4,2,5,7,0,0,0,0,0,0,0,0,3,11,65_74,D2,"[425.0, 845.0)",75_99
5267,1970,54,4144 days,2013-03-14,Graduation,Divorced,33986,1,0,1,43,44,16,2,18,2,1,5,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",25_49
339,1972,52,4255 days,2012-11-23,PhD,Married,57091,0,1,1,82,496,462,0,24,6,0,4,0,16,2,9,2,5,7,0,0,0,1,0,1,1,0,3,11,45_54,D4,"[425.0, 845.0)",75_99
2516,1969,55,4058 days,2013-06-08,2n Cycle,Married,46831,1,1,2,84,78,22,2,10,6,4,34,0,5,2,1,2,2,4,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",75_99
9010,1972,52,4176 days,2013-02-10,Master,Married,83151,0,0,0,80,2346,968,147,842,137,42,210,0,22,1,5,7,10,2,1,0,1,0,1,1,3,0,3,11,45_54,D6,"[2105.0, 2525.0)",75_99
378,1971,53,4218 days,2012-12-30,Graduation,Married,52531,0,0,0,68,794,283,112,151,51,72,125,0,19,2,7,2,10,6,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[425.0, 845.0)",50_74
4808,1956,68,3969 days,2013-09-05,Graduation,Married,15759,0,0,0,12,17,1,2,5,6,0,3,1,3,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11,65_74,D1,"[2.0, 87.0)",0_24
5068,1971,53,4005 days,2013-07-31,Graduation,Single,22804,1,0,1,75,26,14,1,7,2,1,1,0,4,1,2,0,2,9,0,0,0,0,0,0,0,0,3,11,45_54,D2,"[2.0, 87.0)",75_99
7628,1973,51,3775 days,2014-03-18,2n Cycle,Married,43050,1,0,1,10,76,30,5,24,6,3,8,1,6,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",0_24
7128,1977,47,3876 days,2013-12-07,PhD,Single,42997,1,1,2,91,15,4,0,5,0,1,5,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",75_99
2811,1963,61,3750 days,2014-04-12,PhD,Single,48918,1,1,2,21,62,52,0,9,0,0,1,1,5,2,1,0,4,4,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[2.0, 87.0)",0_24
3551,1954,70,3764 days,2014-03-29,Master,Together,60033,0,1,1,28,198,62,1,57,19,11,48,1,8,2,2,1,5,2,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[171.0, 256.0)",25_49
1663,1978,46,3919 days,2013-10-25,PhD,Together,34043,1,0,1,97,49,20,2,14,3,0,10,0,4,1,2,0,2,9,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[2.0, 87.0)",75_99
5543,1966,58,4042 days,2013-06-24,Graduation,Together,57811,0,1,1,49,802,545,7,114,37,21,78,0,20,5,7,2,11,5,0,0,0,1,0,0,1,0,3,11,55_64,D4,"[425.0, 845.0)",25_49
1577,1946,78,3802 days,2014-02-19,Graduation,Married,78569,0,0,0,14,1736,558,79,622,207,175,95,1,14,1,4,6,4,1,0,0,0,0,1,1,1,0,3,11,75_above,D5,"[1685.0, 2105.0)",0_24
10641,1978,46,4221 days,2012-12-27,Graduation,Single,7500,1,1,2,5,57,6,5,4,13,4,25,1,6,4,2,1,3,6,0,0,0,0,0,0,0,0,3,11,45_54,D1,"[2.0, 87.0)",0_24
5336,1971,53,4062 days,2013-06-04,Master,Together,157733,1,0,1,37,59,39,1,9,2,0,8,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,3,11,45_54,D10,"[2.0, 87.0)",25_49
6024,1953,71,4154 days,2013-03-04,Graduation,Together,94384,0,0,0,62,2302,1111,24,790,160,45,172,0,18,0,5,8,5,2,1,0,0,1,1,1,3,0,3,11,65_74,D6,"[2105.0, 2525.0)",50_74
1878,1985,39,3803 days,2014-02-18,2n Cycle,Married,23148,0,0,0,83,37,4,6,8,6,3,10,0,5,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11,35_44,D2,"[2.0, 87.0)",75_99
3099,1970,54,4161 days,2013-02-25,Graduation,Divorced,44267,1,1,2,48,310,183,5,65,3,5,49,0,11,5,5,2,4,9,0,0,0,0,0,0,0,0,3,11,45_54,D3,"[256.0, 340.0)",25_49
6055,1979,45,4277 days,2012-11-01,Graduation,Married,71626,0,0,0,94,1305,546,72,376,94,145,72,0,18,1,5,5,8,3,0,0,0,1,0,0,1,0,3,11,45_54,D5,"[1265.0, 1685.0)",75_99
5841,1966,58,4038 days,2013-06-28,Graduation,Together,60894,0,1,1,61,832,606,7,155,10,0,54,0,21,5,10,3,8,7,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",50_74
3972,1976,48,4124 days,2013-04-03,Graduation,Together,50200,1,1,2,70,401,266,6,51,8,6,64,0,13,6,7,1,5,8,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[340.0, 425.0)",50_74
4394,1965,59,3709 days,2014-05-23,PhD,Married,81051,0,0,0,43,1501,1142,29,249,38,29,14,0,22,1,5,5,12,2,0,0,0,1,1,0,2,0,3,11,55_64,D5,"[1265.0, 1685.0)",25_49
5758,1982,42,3838 days,2014-01-14,Graduation,Married,65169,0,0,0,23,1189,1074,0,69,0,0,46,1,27,1,10,4,13,6,1,1,1,0,1,1,4,0,3,11,35_44,D4,"[845.0, 1265.0)",0_24
6658,1972,52,4014 days,2013-07-22,Graduation,Together,59868,0,1,1,37,1194,771,51,154,54,10,154,0,25,7,11,2,12,6,0,0,0,0,0,0,0,0,3,11,45_54,D4,"[845.0, 1265.0)",25_49
4603,1960,64,3821 days,2014-01-31,PhD,Married,65695,0,1,1,50,656,371,32,189,0,58,6,0,19,2,5,4,10,4,0,0,0,0,0,0,0,0,3,11,55_64,D4,"[425.0, 845.0)",50_74
8427,1956,68,4255 days,2012-11-23,Master,Single,64857,0,0,0,78,1540,556,14,717,210,0,43,0,22,1,7,5,10,4,0,0,0,0,0,0,0,0,3,11,65_74,D4,"[1265.0, 1685.0)",75_99
10260,1965,59,3979 days,2013-08-26,Master,Together,45143,0,1,1,74,311,202,5,74,11,5,14,0,12,3,6,1,5,7,0,0,0,0,0,0,0,0,3,11,55_64,D3,"[256.0, 340.0)",50_74
7143,1955,69,3907 days,2013-11-06,2n Cycle,Together,74805,0,1,1,14,820,209,162,209,41,162,37,1,21,5,4,7,10,2,0,0,0,0,0,0,0,0,3,11,65_74,D5,"[425.0, 845.0)",0_24
